city_cn,city,city_id,distance,local_flow,pagerank
齐齐哈尔市,Qiqihar,230200,2034.9593567865838,2.5190141400000003,0.0027205627677421304
鸡西市,Jixi,230300,2183.844703450256,0.8938405079999999,0.0010581328985647316
鹤岗市,Hegang,230400,2309.924736319899,0.766941696,0.0009207744615767498
双鸭山市,Shuangyashan,230500,2298.455544445658,1.675254312,0.0012695104704900566
大庆市,Daqing,230600,2004.918088446238,2.617305048,0.0024198314298463242
伊春市,Yichun,230700,2271.161607267345,0.7692430680000001,0.0009719243710813964
佳木斯市,Jiamusi,230800,2266.0496181432945,2.487109212,0.002177538000366584
七台河市,Qitaihe,230900,2221.9797592024333,0.4262006160000001,0.0008333051871484627
牡丹江市,Mudanjiang,231000,2050.3230321069045,1.9332681480000005,0.0014165102060093569
黑河市,Heihe,231100,2445.410268030301,0.7093455120000001,0.0011755362765530468
绥化市,Suihua,231200,2090.398565313957,3.3858933119999994,0.003574830135705661
大兴安岭地区,Daxinganling,232700,2348.9522047676082,0.254384388,0.0006071003621047886
上海市,Shanghai,310000,688.7669110758998,135.83671698600006,0.00863224975948515
南京市,Nanjing,320100,457.22438931207495,58.483105974,0.006358166813295495
无锡市,Wuxi,320200,581.9457523036217,23.261205294,0.0031287830777873855
徐州市,Xuzhou,320300,488.9906508291883,23.579602200000004,0.004931526801687811
常州市,Changzhou,320400,556.8497639178427,16.118580096000002,0.002362014769936546
苏州市,Suzhou,320500,605.1356384539256,39.54686652,0.005379116022252643
南通市,Nantong,320600,645.9220173094527,20.99176398,0.002515602429808036
连云港市,Lianyungang,320700,640.2840241314769,10.193509476000001,0.0021776010387078624
淮安市,Huaian,320800,556.2962390326611,8.116771212,0.0022723890999572028
盐城市,Yancheng,320900,632.1248443096216,12.823128629999998,0.0025681207671629626
扬州市,Yangzhou,321000,524.7116703967748,14.688821555999999,0.002133889019819173
镇江市,Zhenjiang,321100,517.9426087282468,10.086385518000002,0.001743744808317122
泰州市,Taizhou,321200,572.011569744769,14.156901198,0.002115463285541428
宿迁市,Suqian,321300,528.53843451056,7.6075203239999984,0.002508665644816161
杭州市,Hangzhou,330100,568.4257300909637,54.18293779800002,0.0051688534539774105
宁波市,Ningbo,330200,708.8737727100722,22.860054414000007,0.0022532289436159128
温州市,Wenzhou,330300,684.6017826518513,33.38067591,0.002390030151398157
嘉兴市,Jiaxing,330400,618.4180094130579,11.85777144,0.0019362841395415518
湖州市,Huzhou,330500,554.676450665449,7.8601078079999995,0.0014205994846313015
绍兴市,Shaoxing,330600,606.5368093495142,13.658189868000006,0.0016427591980600219
金华市,Jinhua,330700,542.7492025422267,20.379193865999998,0.002263516808461224
衢州市,Quzhou,330800,475.7026609155138,7.609891032,0.001285598688153678
舟山市,Zhoushan,330900,762.9872371890822,3.7793553480000006,0.0006861514276827796
台州市,Taizhou,331000,721.5976465970531,17.896104036,0.0015410451029150272
丽水市,Lishui,331100,593.2254041196433,4.5339532920000005,0.0009082466935361777
合肥市,Hefei,340100,309.9241309394268,74.60757233999998,0.008202130679902345
芜湖市,Wuhu,340200,403.1915371862262,18.809181234,0.0023828808974753752
蚌埠市,Bengbu,340300,389.46323744494543,10.423181736,0.002593201861269422
淮南市,Huainan,340400,340.876416843662,9.464815332,0.002471544516231856
马鞍山市,Maanshan,340500,418.13499172408586,11.130303635999997,0.0016997495168546263
淮北市,Huaibei,340600,440.6908495037274,6.734269692000001,0.0022404347624794814
铜陵市,Tongling,340700,337.9634877046676,10.889251038,0.0014943876419925618
安庆市,Anqing,340800,264.1156061877532,66.613384098,0.003216423403839878
黄山市,Huangshan,341000,400.52384878724513,6.707962188000001,0.0010520527403529878
滁州市,Chuzhou,341100,424.9638945827366,11.930060699999999,0.002820555169909438
阜阳市,Fuyang,341200,292.12537907737146,51.00088681800001,0.005431593901488527
宿州市,Suzhou,341300,421.4028878728471,14.146489134000001,0.004267973564749091
六安市,Luan,341500,246.24951078217438,33.632206668,0.003188503442219509
亳州市,Bozhou,341600,386.42313136701034,16.35637617,0.003853160706319487
池州市,Chizhou,341700,305.6060468757575,8.779817448000001,0.0015152647961193212
宣城市,Xuancheng,341800,428.091775757163,8.094284316000001,0.0015187737097084762
福州市,Fuzhou,350100,700.0155366191044,32.559470694000005,0.0033217578240139277
厦门市,Xiamen,350200,773.5552300072566,30.280422456000004,0.0030740264363973775
莆田市,Putian,350300,733.3954042150986,11.635056918000002,0.0014284463309117733
三明市,Sanming,350400,580.276616370672,10.761553566,0.0014300623821305088
泉州市,Quanzhou,350500,766.159344828491,29.81199978,0.0028508938625849004
漳州市,Zhangzhou,350600,750.0692296631997,6.5558950560000016,0.0018069159919537274
南平市,Nanping,350700,578.814391411878,8.370245484,0.0014039820090046458
龙岩市,Longyan,350800,667.1405374650736,5.2825711680000005,0.0013336601339165768
宁德市,Ningde,350900,672.250571068583,6.935226480000001,0.0013144064111225797
南昌市,Nanchang,360100,259.58832624381694,81.97949995200001,0.006188379541472658
景德镇市,Jingdezhen,360200,313.8109131878645,11.732368536,0.0015236227663359672
萍乡市,Pingxiang,360300,332.09720764188523,8.445126744,0.0013215967059908153
九江市,Jiujiang,360400,190.6913271736089,83.51119261800001,0.0032666543433545517
新余市,Xinyu,360500,313.26831909864137,6.338993580000001,0.0012210701334449345
鹰潭市,Yingtan,360600,372.5029787655212,7.235537544000001,0.001206160457058826
赣州市,Ganzhou,360700,531.4777447175549,26.11678221,0.0035761597162140483
吉安市,Jian,360800,391.3736600836146,20.558840688000004,0.0026344175047325917
宜春市,Yichun,360900,308.0609595470292,38.354690700000006,0.003560829029981387
抚州市,Fuzhou,361000,354.463594139311,23.295160656,0.002366338170862174
上饶市,Shangrao,361100,424.8256220617086,27.500569361999997,0.0038528310172734593
济南市,Jinan,370100,720.8072278050577,20.646432630000003,0.005922154744031814
青岛市,Qingdao,370200,829.5127214537456,22.930148898000013,0.0035771278795829454
淄博市,Zibo,370300,772.4038970872239,7.615918403999999,0.00219677104918242
枣庄市,Zaozhuang,370400,546.625839991312,6.641232444,0.0021985821940826667
东营市,Dongying,370500,859.2242139978054,4.505764644,0.0013683310295316646
烟台市,Yantai,370600,1007.3071758316357,12.431792520000002,0.002006988456344547
潍坊市,Weifang,370700,813.8599727022472,12.976077042000004,0.0029939614157058324
济宁市,Jining,370800,575.6456415299866,14.840335619999998,0.00425581199923074
泰安市,Taian,370900,673.5633716019908,9.121163112,0.002512577815919098
威海市,Weihai,371000,1052.5153791590394,5.882705027999999,0.0010866215454813368
日照市,Rizhao,371100,723.8721070341437,4.506070176000001,0.0016131273129104868
临沂市,Linyi,371300,627.7637444086463,15.529704264,0.0039242655377029695
德州市,Dezhou,371400,782.313797762215,7.7501331360000005,0.0031030074949289083
聊城市,Liaocheng,371500,668.8555432642565,11.117534472000001,0.0028644496684509455
滨州市,Binzhou,371600,825.5881637609094,4.338140976000002,0.002066686492454698
菏泽市,Heze,371700,526.3040301569059,22.91262552,0.004115523112660856
郑州市,Zhengzhou,410100,465.17278060769036,106.73097564600002,0.015528788835499062
开封市,Kaifeng,410200,466.2674534746,21.332243592,0.003864422215066847
洛阳市,Luoyang,410300,479.0749799193274,31.163934006000005,0.003832576054036194
平顶山市,Pingdingshan,410400,367.20371303146436,22.216254426000003,0.0032427435507091356
安阳市,Anyang,410500,610.8946705811237,22.84086519,0.0035700669314106233
鹤壁市,Hebi,410600,571.6076212011466,7.7783227560000014,0.0014395597120867
新乡市,Xinxiang,410700,523.6798869503705,25.935330708000002,0.0039055877813187335
焦作市,Jiaozuo,410800,522.1937565780289,14.97894201,0.002408352895424267
濮阳市,Puyang,410900,577.2540275298456,13.679076852,0.002519854408026234
许昌市,Xuchang,411000,384.17421959885974,24.297927534,0.0034902458311374613
漯河市,Luohe,411100,332.5866363608019,27.797651604000002,0.002601631447606801
三门峡市,Sanmenxia,411200,547.3343620148466,7.016572188,0.0016455754929687412
南阳市,Nanyang,411300,314.6735826899593,99.81224757,0.004962128331646007
商丘市,Shangqiu,411400,442.4009444786052,47.121708203999994,0.005285137518330858
信阳市,Xinyang,411500,173.56097178816452,216.42278058,0.004058585108883032
周口市,Zhoukou,411600,338.3925746393765,62.671293756000004,0.006822144020378504
驻马店市,Zhumadian,411700,269.60458119706533,98.59740082200001,0.004961870131501066
济源市,Jiyuan,419001,521.182122428776,2.434917024,0.0008614969650330912
武汉市,Wuhan,420100,,0.0,0.01189753505096783
黄石市,Huangshi,420200,82.91534426374821,601.4467327860001,0.0023071075101276815
十堰市,Shiyan,420300,402.1079344669351,295.927952958,0.0020636944947667497
宜昌市,Yichang,420500,289.5834467613802,443.195748288,0.0029437355645520378
襄阳市,Xiangyang,420600,260.46717735607615,625.443646986,0.003277766578547819
鄂州市,Ezhou,420700,60.90493221655582,681.832443528,0.0017569469537994174
荆门市,Jingmen,420800,207.33515348247852,495.4704506640001,0.0022467514174317423
孝感市,Xiaogan,420900,52.38387875348221,2075.4941973120003,0.00351785974028344
荆州市,Jingzhou,421000,200.4430398451121,993.3106357080001,0.0043041309844852015
黄冈市,Huanggang,421100,56.549904443921044,1965.020511852,0.004202047840857393
咸宁市,Xianning,421200,83.31451198067579,807.78657537,0.001946609249882331
随州市,Suizhou,421300,150.17589328266618,479.87338680000005,0.0016731682082563714
恩施土家族苗族自治州,Enshi,422800,464.044076462738,293.442660576,0.0025923197556666348
仙桃市,Xiantao,429004,87.83095376699517,440.9570775779999,0.0016613393277023834
潜江市,Qianjiang,429005,136.6145654089079,182.233011708,0.001268783629899576
天门市,Tianmen,429006,109.4931254048392,302.64765496200005,0.0015978149852918931
神农架林区,Shennongjia,429021,368.75748801531563,14.440611798000006,0.0005347728572308411
长沙市,Changsha,430100,293.61088899113554,190.17711230400002,0.012121388382752259
株洲市,Zhuzhou,430200,326.9249189672825,29.568079458000003,0.0031159615402612927
湘潭市,Xiangtan,430300,333.589400874654,20.196751734000003,0.002637551661587729
衡阳市,Hengyang,430400,443.50831292605017,35.686748826,0.003871082660163189
邵阳市,Shaoyang,430500,463.26793698992117,25.845731910000005,0.0040041265427197305
岳阳市,Yueyang,430600,177.8534114384742,80.276280066,0.0036083391586649795
常德市,Changde,430700,305.58181923621015,47.186935236000004,0.0034154101084760973
张家界市,Zhangjiajie,430800,404.21508051961194,9.90098478,0.0015449829470435942
益阳市,Yiyang,430900,294.55291407175696,26.936866224,0.003211286955708413
郴州市,Chenzhou,431000,549.1577781249315,16.169502203999993,0.0024360420060673257
永州市,Yongzhou,431100,532.2072411312053,17.812836845999993,0.002882384937930356
怀化市,Huaihua,431200,536.3744653281755,17.200974671999994,0.0031945370036581123
娄底市,Loudi,431300,391.7612821890458,25.251559164,0.003101343228294324
湘西土家族苗族自治州,Xiangxi,433100,509.943999560706,11.394516564000002,0.00232395929859236
广州市,Guangzhou,440100,833.3511697765326,99.73701930600004,0.00909453107471352
韶关市,Shaoguan,440200,644.5868799288507,7.018538867999999,0.0014912149660223177
深圳市,Shenzhen,440300,892.2631516637434,96.323873706,0.006303104633588986
珠海市,Zhuhai,440400,924.8870159593337,18.44406612,0.001652506953712586
汕头市,Shantou,440500,836.0596020604838,6.914175876000002,0.0016766986774775841
佛山市,Foshan,440600,847.0310191986423,22.536275706000005,0.0043105285246553765
江门市,Jiangmen,440700,896.2166844175661,5.6129209200000005,0.001485432276262819
湛江市,Zhanjiang,440800,1105.53102062512,10.192646502,0.0029933067321631385
茂名市,Maoming,440900,1045.259899829924,4.349926476,0.002498733946572905
肇庆市,Zhaoqing,441200,855.7891071849402,3.652077456,0.0017887440488169853
惠州市,Huizhou,441300,829.108704453304,16.339915674,0.002523911170439935
梅州市,Meizhou,441400,721.2928497417087,3.3553018800000003,0.0014533811889953072
汕尾市,Shanwei,441500,871.5481220603557,1.514121984,0.0009407044911837174
河源市,Heyuan,441600,759.9045139036995,2.310781284,0.001191934403542888
阳江市,Yangjiang,441700,995.0391691596536,3.3661118160000005,0.0011191375990330706
清远市,Qingyuan,441800,775.6253572498822,5.227119216000001,0.0018575127258574765
东莞市,Dongguan,441900,840.6921475181972,27.16338726,0.004276577255162179
中山市,Zhongshan,442000,899.4099536373353,11.145600972,0.00222273722375735
潮州市,Chaozhou,445100,802.082500414165,2.378660904,0.0010341019723099454
揭阳市,Jieyang,445200,806.7944722556775,4.231675548000001,0.001623410851862389
云浮市,Yunfu,445300,879.8033110158664,1.026612468,0.0011909304986860024
南宁市,Nanning,450100,1044.2411622824734,34.08012711,0.007733121872509757
柳州市,Liuzhou,450200,845.0673101719904,14.38078131,0.003135360033531394
桂林市,Guilin,450300,717.9973084981465,21.384489888000004,0.0031928863585511487
梧州市,Wuzhou,450400,843.5643856708739,5.5382214240000005,0.0018326265422525705
北海市,Beihai,450500,1134.6024172748853,15.654417372000001,0.001787026954649581
防城港市,Fangchenggang,450600,1151.6545862874568,2.4044101560000004,0.0011694335802660337
钦州市,Qinzhou,450700,1108.0593924651027,3.499317936,0.0022802893613341267
贵港市,Guigang,450800,951.447286183228,7.820470944,0.0027153010920160183
玉林市,Yulin,450900,970.4455111910955,8.960538492000001,0.0034472778294785847
百色市,Baise,451000,1061.9441635376145,3.216001968,0.0024444779165707915
贺州市,Hezhou,451100,737.1621616534973,5.034966804000001,0.0014228040962218109
河池市,Hechi,451200,896.3534921406473,4.867650288,0.0024924006628647645
来宾市,Laibin,451300,909.964312217015,3.766603356,0.0021312947699760835
崇左市,Chongzuo,451400,1142.6797820973813,1.986778692,0.001656210603282526
海口市,Haikou,460100,1235.8658587040193,22.04924733,0.008267724434732459
三亚市,Sanya,460200,1450.175322284816,21.882884832,0.004294128331632218
三沙市,Sansha,460300,1537.071043455855,0.00646542,0.000427397406903966
儋州市,Danzhou,460400,1315.3542403869988,2.9571334200000003,0.00206068132592267
五指山市,Wuzhishan,469001,1395.3413396423275,0.346574376,0.0007179869594087038
琼海市,Qionghai,469002,1313.5061618191667,3.835143288,0.0016128359300812093
文昌市,Wenchang,469005,1273.870943311988,2.2873376160000003,0.0017248226910845353
万宁市,Wanning,469006,1365.2253058714114,2.1705048360000005,0.0016574545604877051
东方市,Dongfang,469007,1395.2280040234662,1.1442571920000002,0.0012692747070133516
定安县,Dingan,469021,1272.2168788783092,0.939683916,0.00122230626410818
屯昌县,Tunchang,469022,1315.188061164203,0.3433570560000001,0.0010153830127868852
澄迈县,Chengmai,469023,1277.7074507063635,2.2912525080000004,0.001926488420536539
临高县,Lingao,469024,1270.6269971325153,1.2306705840000003,0.0012722596581062591
白沙黎族自治县,Baisha,469025,1350.7981546739875,0.22691955600000002,0.0007502682000633939
昌江黎族自治县,Changjiang,469026,1358.2438723162336,0.583327332,0.0009551882970249996
乐东黎族自治县,Ledong,469027,1410.302236406963,1.1759706360000002,0.0014549725294811277
陵水黎族自治县,Lingshui,469028,1406.4305073749215,3.1493396160000002,0.0013971346997443306
保亭黎族苗族自治县,Baoting,469029,1403.2272531813926,0.480442752,0.0008603257250812413
琼中黎族苗族自治县,Qiongzhong,469030,1357.3361519152784,0.207948708,0.0008119061237129247
重庆市,Chongqing,500000,755.9436398958942,197.01606283200002,0.015681770225050594
成都市,Chengdu,510100,980.4755423041879,83.986142598,0.02171949084164172
自贡市,Zigong,510300,929.6268506280867,3.359388816,0.0028988868499928624
攀枝花市,Panzhihua,510400,1307.9339160488835,1.683174168,0.0012590790411988646
泸州市,Luzhou,510500,878.0939907767128,6.7024412280000005,0.003913374141727813
德阳市,Deyang,510600,949.0332062355103,5.572941264,0.0034645960487896454
绵阳市,Mianyang,510700,923.7834696220367,9.974307276000001,0.00437428072816458
广元市,Guangyuan,510800,828.9703896460649,4.596045624000001,0.002615626647022003
遂宁市,Suining,510900,835.5861921613382,6.335510256,0.003126695550993853
内江市,Neijiang,511000,898.1571732131778,4.600025316000001,0.003634554842000786
乐山市,Leshan,511100,1022.2148374212774,5.3858532960000005,0.002719087221306137
南充市,Nanchong,511300,785.1327275040367,12.903186114,0.0053275428294465525
眉山市,Meishan,511400,1006.5670069392971,4.2234890400000005,0.0034184122317715547
宜宾市,Yibin,511500,956.9086435299623,6.578404956,0.0037301141002240704
广安市,Guangan,511600,736.2931551947822,9.503415072000001,0.0037240718652496803
达州市,Dazhou,511700,657.0466470962675,16.95570489,0.00425891855905226
雅安市,Yaan,511800,1084.728677769156,1.1902791240000001,0.0015736361685764842
巴中市,Bazhong,511900,733.7910674119064,7.1865597600000015,0.0028273143797301766
资阳市,Ziyang,512000,931.3899935975987,3.3206196239999994,0.0030414051328544003
阿坝藏族羌族自治州,Aba,513200,1159.12901250964,0.4775889600000001,0.001309060024527673
甘孜藏族自治州,Ganzi,513300,1187.9421951541985,0.243877716,0.0011389225306586066
凉山彝族自治州,Liangshan,513400,1207.473071813369,3.929702364,0.002621980179145656
贵阳市,Guiyang,520100,868.2424325895952,30.078492048,0.007938938280761618
六盘水市,Liupanshui,520200,1026.7060886606848,7.8377634720000025,0.0029605670398185286
遵义市,Zunyi,520300,784.7205032215674,17.463543462000004,0.005129748054425479
安顺市,Anshun,520400,949.0749496577897,5.7112098840000005,0.0025542090180956122
毕节市,Bijie,520500,951.70975089365,10.834982982,0.005364024409302346
铜仁市,Tongren,520600,589.9222684788298,12.86282673,0.002867105681442802
黔西南布依族苗族自治州,Qianxinan,522300,1107.9739742149968,6.4139658840000005,0.0020279208439815616
黔东南苗族侗族自治州,Qiandongnan,522600,761.2117107730821,12.531598614000005,0.00262123078930488
黔南布依族苗族自治州,Qiannan,522700,819.8917428667951,9.947630736,0.003178354128690156
昆明市,Kunming,530100,1294.6666603563785,42.15828983400001,0.009854234275549593
曲靖市,Qujing,530300,1176.9961924820607,9.58173786,0.004149676730274359
玉溪市,Yuxi,530400,1351.0007677745698,3.2145264719999997,0.0018680642850450648
保山市,Baoshan,530500,1606.7058665181698,2.9404396439999996,0.0018553702854647914
昭通市,Zhaotong,530600,1092.6184609052996,5.93269434,0.0037099266563446046
丽江市,Lijiang,530700,1435.2290890203326,8.478063288,0.0018509930379427763
普洱市,Puer,530800,1579.879669692312,1.3208585760000002,0.0014507615061261695
临沧市,Lincang,530900,1590.166341357889,1.4504401080000002,0.0012507833169224179
楚雄彝族自治州,Chuxiong,532300,1399.5387810936468,2.7563327999999996,0.0019048355466077204
红河哈尼族彝族自治州,Honghe,532500,1347.3101935017726,3.595680396,0.0023086711376317116
文山壮族苗族自治州,Wenshan,532600,1278.6681792020095,2.115948744,0.0017420912155063075
西双版纳傣族自治州,Xishuangbanna,532800,1648.2104195652291,2.564135352,0.0010952505375509698
大理白族自治州,Dali,532900,1488.6128982580994,6.493384116000001,0.0030860834978057817
德宏傣族景颇族自治州,Dehong,533100,1694.2976269248136,1.213550424,0.0011138820128618375
怒江傈僳族自治州,Nujiang,533300,1604.4687960722174,0.17120257199999994,0.0007430782718872298
迪庆藏族自治州,Diqing,533400,1451.6274473069132,0.21330669600000005,0.0008229138030776895
拉萨市,Lhasa,540100,2233.3335324688464,2.960361756,0.002581734213865356
日喀则市,Shigatse,540200,2453.2156385123817,0.30158956800000003,0.0009751678654850039
昌都市,Chamdo,540300,1637.8453744626108,0.13457016,0.0007519941651474197
林芝市,Nyingchi,540400,1922.179735219667,0.135914112,0.0007869450690689725
山南市,Shannan,540500,2177.402346475006,0.5376556440000001,0.0009708553269514517
那曲市,Naqu,540600,2123.107627261353,0.19620954,0.0007814177442620084
阿里地区,Ali,542500,3240.204024224117,0.009648071999999999,0.00044132168185221103
西安市,Xian,610100,653.4053358350509,60.96543732000001,0.0149313150097227
铜川市,Tongchuan,610200,692.6538101453449,0.7605627840000001,0.0009771787074299779
宝鸡市,Baoji,610300,784.5687221636558,7.254590364000001,0.0025035328651012143
咸阳市,Xianyang,610400,669.5090076955512,10.804718304000001,0.005597638726337578
渭南市,Weinan,610500,624.7902474467328,8.047004292,0.0035567483414884376
延安市,Yanan,610600,800.6782726607169,1.9538868599999992,0.0017054150603683486
汉中市,Hanzhong,610700,741.7416470313216,8.650465632000001,0.0019570564241522493
榆林市,Yulin,610800,950.7281858819413,2.7206707680000006,0.002734984442200964
安康市,Ankang,610900,551.5059358303325,15.409184364000001,0.0018283832631612739
商洛市,Shangluo,611000,550.5880881699871,3.8552173560000007,0.0016256358635531663
兰州市,Lanzhou,620100,1147.081097180114,18.215138898000003,0.007785367855072795
嘉峪关市,Jiayuguan,620200,1774.504092119675,1.1225747879999999,0.0013920592229817075
金昌市,Jinchang,620300,1415.4905428433365,1.225591884,0.0009605454014413187
白银市,Baiyin,620400,1150.7923083980056,4.366698984,0.0019891209281834724
天水市,Tianshui,620500,918.4709136386937,9.437100696,0.0027989367004072375
武威市,Wuwei,620600,1345.9775851147238,3.4060545360000005,0.0020571494138616354
张掖市,Zhangye,620700,1566.5477015635345,2.279900844,0.0015010960017448824
平凉市,Pingliang,620800,899.7067727832617,4.350384936000001,0.001970500858427085
酒泉市,Jiuquan,620900,1757.1550674763826,2.42728812,0.002176054184459919
庆阳市,Qingyang,621000,841.1813334800024,4.252838579999999,0.0015927157381639822
定西市,Dingxi,621100,1058.6873591290666,5.547572712000002,0.002959796961432911
陇南市,Longnan,621200,939.2523272712233,2.93997438,0.0018580144122485873
临夏回族自治州,Linxia,622900,1174.176225448376,1.2364902720000002,0.0018942187625190761
甘南藏族自治州,Gannan,623000,1172.1010445886473,0.329389092,0.001088950224197866
西宁市,Xining,630100,1339.2435986446185,8.538807132,0.005241768685239018
海东市,Haidong,630200,1307.4383627373538,2.3343610319999994,0.0029337828208668227
海北藏族自治州,Haibei,632200,1426.005287198188,0.29019902399999997,0.0008460075143778768
黄南藏族自治州,Huangnan,632300,1269.7988134744878,0.032022864,0.0007587436926663177
海南藏族自治州,Hainan,632500,1418.614060187554,0.24187053600000002,0.001059689867879746
果洛藏族自治州,Guoluo,632600,1387.587134946066,0.034723727999999995,0.0005504961456056968
玉树藏族自治州,Yushu,632700,1657.7606149278708,0.058997484,0.0005915482603232924
海西蒙古族藏族自治州,Haixi,632800,1732.7199533171108,0.8607338640000002,0.0012217764353472725
银川市,Yinchuan,640100,1146.115713711452,8.500799340000002,0.004270634136874744
石嘴山市,Shizuishan,640200,1178.7606218407554,1.5396706799999995,0.0013145171174991524
吴忠市,Wuzhong,640300,1108.827522326683,2.3733592920000004,0.002253192368516753
固原市,Guyuan,640400,961.4236067833127,2.376613224,0.0015264831869840725
中卫市,Zhongwei,640500,1136.523373290512,1.723656672,0.0017773809903109444
乌鲁木齐市,Urumqi,650100,2767.9883578571907,17.232447384,0.00698306996502479
克拉玛依市,Karamay,650200,3043.187586603109,0.962055468,0.001066292028821434
吐鲁番市,Turpan,650400,2612.616257392741,1.0447052760000002,0.0012822421225054392
哈密市,Hami,650500,2289.744463939035,1.7825355719999996,0.001311269630374827
昌吉回族自治州,Changji,652300,2798.948582812283,2.94785082,0.002935302024382093
博尔塔拉蒙古自治州,Boertala,652700,3224.260520436797,1.95394356,0.0013986271616420454
